SampleID,Block,Time,Chamber,Fragmentation,Position,SampleControl,Notes,Date collected,Date analyzed,Temperature ( C) lab,Pressure (kPa) lab,_mol / ml,Calibration Date (most recent),C2H4 calibration slope,C2H2 Calibration slope,C2H2 Height,C2H2 Area,C2H2 _mol,C2H2 _mol (calc),_mol C2H2 / injection,C2H4 Height,C2H4 Area,C2H4 _mol,C2H4 _mol (calc),_mol C2H4 / injection,%C2H4 ml,%C2H4 ARA,Control,Blank,ARA (_mol/ml),ARA (_mol·m-2·d-1),ARA* (_mol/ml),ARA* (_mol·m-2·d-1)
54B-G4,5,4,B,,4,blank,,,2011-02-28,24,104.6,42.358356,2010-09-21,265823000,319985600,46931855,424314197,1.326042,1.326042,1.326042,1046,5259,0.000020,0.000020,0.000020,0.000000,1.50823E-05,,0.000020,,,,
54A-1.0c,5,4,A,1,0,control,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,1175684,10824146,0.033827,0.033827,0.033827,15531,318238,0.001197,0.001197,0.001197,0.000028,0.034176565,,0.000040,,,,
54A-1.1c,5,4,A,1,1,control,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,1101797,10134820,0.031673,0.031673,0.031673,13234,142507,0.000536,0.000536,0.000536,0.000013,0.016641311,,0.000040,,,,
54A-1.0,5,4,A,1,0,Sample,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,50760737,457406582,1.429460,1.429460,1.429460,103472,1026199,0.003860,0.003860,0.003860,0.000091,0.002693048,0.001197,0.000040,0.002623,218.6,0.003820,318.3
54A-1.1,5,4,A,1,1,Sample,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,53503401,486202847,1.519452,1.519452,1.519452,75645,739510,0.002782,0.002782,0.002782,0.000066,0.001827577,0.000536,0.000040,0.002206,183.8,0.002742,228.5
54A-1.S,5,4,A,1,S,Sample,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,54896385,480982206,1.503137,1.503137,1.503137,191496,1928527,0.007255,0.007255,0.007255,0.000171,0.004803389,0.000867,0.000040,0.006349,529.0,0.007215,601.3
54A-1.W,5,4,A,1,W,Sample,,,2011-02-28,24,104.4,42.277365,2010-09-21,265823000,319985600,47111733,438156184,1.369300,1.369300,1.369300,318219,3406813,0.012816,0.012816,0.012816,0.000303,0.009272738,0.000866,0.000040,0.011910,992.5,0.012776,1064.7
54A-2.0c,5,4,A,2,0,control,,,2011-02-28,24,104.4,42.277365,2010-09-21,265823000,319985600,1083361,9997914,0.031245,0.031245,0.031245,15874,167886,0.000632,0.000632,0.000632,0.000015,0.019826207,,0.000040,,,,
54A-2.1c,5,4,A,2,1,control,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,977226,8813043,0.027542,0.027542,0.027542,18241,195312,0.000735,0.000735,0.000735,0.000017,0.025992856,,0.000040,,,,
54A-2.0,5,4,A,2,0,Sample,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,55673133,512944203,1.603023,1.603023,1.603023,126861,1281369,0.004820,0.004820,0.004820,0.000114,0.002997805,0.000631,0.000040,0.004149,345.7,0.004780,398.3
54A-2.1,5,4,A,2,1,Sample,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,52280744,492953891,1.540550,1.540550,1.540550,131010,1350636,0.005081,0.005081,0.005081,0.000120,0.003287331,0.000735,0.000040,0.004306,358.8,0.005041,420.1
54A-2.N,5,4,A,2,N,Sample,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,50531758,467739005,1.461750,1.461750,1.461750,208138,2172994,0.008175,0.008175,0.008175,0.000194,0.005561508,0.000683,0.000040,0.007452,621.0,0.008135,677.9
54A-2.W,5,4,A,2,W,Sample,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,44709960,409967228,1.281205,1.281205,1.281205,249588,2629130,0.009891,0.009891,0.009891,0.000234,0.007660933,0.000683,0.000040,0.009168,764.0,0.009851,820.9
54A-3.0c,5,4,A,3,0,control,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,1104298,10184985,0.031830,0.031830,0.031830,26270,285110,0.001073,0.001073,0.001073,0.000025,0.032611008,,0.000040,,,,
54A-3.1c,5,4,A,3,1,control,,,2011-02-28,24,104.3,42.236869,2010-09-21,265823000,319985600,893402,8240526,0.025753,0.025753,0.025753,20896,232234,0.000874,0.000874,0.000874,0.000021,0.032823825,,0.000040,,,,
54A-3.0,5,4,A,3,0,Sample,,,2011-02-28,24,104.2,42.196374,2010-09-21,265823000,319985600,47157629,427737982,1.336742,1.336741,1.336742,313131,3292517,0.012386,0.012386,0.012386,0.000294,0.009180745,0.001072,0.000040,0.011274,939.5,0.012346,1028.8
54A-3.1,5,4,A,3,1,Sample,,,2011-02-28,24,104.2,42.196374,2010-09-21,265823000,319985600,52562286,475592432,1.486293,1.486293,1.486293,229996,2389465,0.008989,0.008989,0.008989,0.000213,0.006011575,0.000873,0.000040,0.008076,673.0,0.008949,745.8
54A-3.S,5,4,A,3,S,Sample,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,45884213,431868830,1.349651,1.349651,1.349651,270852,2982097,0.011218,0.011218,0.011218,0.000265,0.008243262,0.000975,0.000040,0.010203,850.2,0.011178,931.5
54A-3.E,5,4,A,3,E,Sample,,,2011-02-28,24,104.5,42.317861,2010-09-21,265823000,319985600,40368076,380484307,1.189067,1.189067,1.189067,185760,2042750,0.007685,0.007685,0.007685,0.000182,0.006421548,0.000975,0.000040,0.006670,555.8,0.007645,637.1
54A-4.0c,5,4,A,4,0,control,,,2011-02-28,24,104.7,42.398852,2010-09-21,265823000,319985600,7053,83146,0.000260,0.000260,0.000260,5001,77138,0.000290,0.000290,0.000290,0.000007,0.527272727,,0.000040,,,,
54A-4.1c,5,4,A,4,1,control,,,2011-02-28,24,104.7,42.398852,2010-09-21,265823000,319985600,1040392,9887756,0.030901,0.030901,0.030901,25430,366021,0.001377,0.001377,0.001377,0.000032,0.042660636,,0.000040,,,,
54A-4.0,5,4,A,4,0,Sample,,,2011-02-28,24,104.7,42.398852,2010-09-21,265823000,319985600,51029862,453315309,1.416674,1.416674,1.416674,163779,1661613,0.006251,0.006251,0.006251,0.000147,0.004393064,0.000290,0.000040,0.005921,493.4,0.006211,517.6
54A-4.1,5,4,A,4,1,Sample,,,2011-02-28,24,104.8,42.439347,2010-09-21,265823000,319985600,47940926,427541731,1.336128,1.336128,1.336128,152566,1545146,0.005813,0.005813,0.005813,0.000137,0.004331785,0.001378,0.000040,0.004395,366.2,0.005773,481.1
54A-4.N,5,4,A,4,N,Sample,,,2011-02-28,24,104.9,42.479843,2010-09-21,265823000,319985600,44621368,412365425,1.288700,1.288700,1.288700,124016,1280595,0.004817,0.004817,0.004817,0.000113,0.003723956,0.000835,0.000040,0.003942,328.5,0.004777,398.1
54A-4.E,5,4,A,4,E,Sample,,,2011-02-28,24,105.0,42.520338,2010-09-21,265823000,319985600,49452340,451274394,1.410296,1.410296,1.410296,113916,1164644,0.004381,0.004381,0.004381,0.000103,0.00309682,0.000836,0.000040,0.003505,292.1,0.004341,361.7
54B-1.0c,5,4,B,1,0,control,,,2011-02-28,24,105.2,42.601330,2010-09-21,265823000,319985600,1128857,10514676,0.032860,0.032860,0.032860,3172,30607,0.000115,0.000115,0.000115,0.000003,0.003487491,,0.000020,,,,
54B-1.1c,5,4,B,1,1,control,,,2011-02-28,24,105.2,42.601330,2010-09-21,265823000,319985600,7425,76617,0.000239,0.000239,0.000239,3999,59195,0.000223,0.000223,0.000223,0.000005,0.482683983,,0.000020,,,,
54B-1.0,5,4,B,1,0,Sample,,,2011-02-28,24,105.3,42.641825,2010-09-21,265823000,319985600,31257529,287637480,0.898908,0.898908,0.898908,1961,14086,0.000053,0.000053,0.000053,0.000001,5.8957E-05,0.000115,0.000020,-0.000082,-6.9,0.000033,2.7
54B-1.1,5,4,B,1,1,Sample,,,2011-02-28,24,105.3,42.641825,2010-09-21,265823000,319985600,53576126,483747796,1.511780,1.511780,1.511780,41364,381454,0.001435,0.001435,0.001435,0.000034,0.000948312,0.000223,0.000020,0.001192,99.3,0.001415,117.9
54B-1.S,5,4,B,1,S,Sample,,,2011-02-28,24,105.3,42.641825,2010-09-21,265823000,319985600,47859568,445869854,1.393406,1.393406,1.393406,39400,392211,0.001475,0.001475,0.001475,0.000035,0.001057438,0.000169,0.000020,0.001286,107.1,0.001455,121.2
54B-1.W,5,4,B,1,W,Sample,,,2011-02-28,24,105.3,42.641825,2010-09-21,265823000,319985600,49349800,461409090,1.441968,1.441968,1.441968,2271,14097,0.000053,0.000053,0.000053,0.000001,3.6754E-05,0.000169,0.000020,-0.000136,-11.4,0.000033,2.7
54B-2.0c,5,4,B,2,0,control,,,2011-02-28,24,105.4,42.682321,2010-09-21,265823000,319985600,1777138,16650002,0.052034,0.052034,0.052034,5693,57610,0.000217,0.000217,0.000217,0.000005,0.004153031,,0.000020,,,,
54B-2.1c,5,4,B,2,1,control,,,2011-02-28,24,105.4,42.682321,2010-09-21,265823000,319985600,1685504,15465633,0.048332,0.048332,0.048332,18264,191657,0.000721,0.000721,0.000721,0.000017,0.014698387,,0.000020,,,,
54B-2.0,5,4,B,2,0,Sample,,,2011-02-28,24,105.4,42.682321,2010-09-21,265823000,319985600,54945278,485614385,1.517613,1.517613,1.517613,15789,138195,0.000520,0.000520,0.000520,0.000012,0.000342526,0.000217,0.000020,0.000283,23.6,0.000500,41.7
54B-2.1,5,4,B,2,1,Sample,,,2011-02-28,24,105.4,42.682321,2010-09-21,265823000,319985600,37297054,361586436,1.130009,1.130008,1.130009,142877,1599712,0.006018,0.006018,0.006018,0.000141,0.005297409,0.000721,0.000020,0.005277,439.7,0.005998,499.8
54B-2.N,5,4,B,2,N,Sample,,,2011-02-28,24,105.5,42.722816,2010-09-21,265823000,319985600,53001531,474493325,1.482859,1.482858,1.482859,127393,1301755,0.004897,0.004897,0.004897,0.000115,0.003291534,0.000469,0.000020,0.004407,367.3,0.004877,406.4
54B-2.W,5,4,B,2,W,Sample,,,2011-02-28,24,105.5,42.722816,2010-09-21,265823000,319985600,38689670,365114339,1.141034,1.141034,1.141034,1983,14894,0.000056,0.000056,0.000056,0.000001,4.90759E-05,0.000469,0.000020,-0.000434,-36.1,0.000036,3.0
54B-3.0c,5,4,B,3,0,control,,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,1077914,10116026,0.031614,0.031614,0.031614,11294,122126,0.000459,0.000459,0.000459,0.000011,0.014311103,,0.000020,,,,
54B-3.1c,5,4,B,3,1,control,,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,3725,35295,0.000110,0.000110,0.000110,3690,41999,0.000158,0.000158,0.000158,0.000004,0.589552239,,0.000020,,,,
54B-3.0,5,4,B,3,0,Sample,,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,49067011,438474926,1.370296,1.370296,1.370296,224519,2316297,0.008714,0.008714,0.008714,0.000201,0.006319026,0.000459,0.000020,0.008235,686.2,0.008694,724.5
54B-3.1,5,4,B,3,1,Sample,,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,47500494,429857327,1.343365,1.343365,1.343365,153777,1573037,0.005918,0.005918,0.005918,0.000137,0.004386033,0.000158,0.000020,0.005740,478.3,0.005898,491.5
54B-3.N,5,4,B,3,N,Sample,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,45617677,415717526,1.299176,1.299176,1.299176,28378,261003,0.000982,0.000982,0.000982,0.000023,0.000755293,0.000309,0.000020,0.000653,54.4,0.000962,80.1
54B-3.E,5,4,B,3,E,Sample,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,48723807,438070864,1.369033,1.369033,1.369033,57641,553641,0.002083,0.002083,0.002083,0.000048,0.0015192,0.000309,0.000020,0.001754,146.2,0.002063,171.9
54B-4.0c,5,4,B,4,0,control,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,1027995,9589987,0.029970,0.029970,0.029970,4896,51048,0.000192,0.000192,0.000192,0.000004,0.006365626,,0.000020,,,,
54B-4.1c,5,4,B,4,1,control,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,1075222,9435345,0.029487,0.029487,0.029487,5238,52910,0.000199,0.000199,0.000199,0.000005,0.006703497,,0.000020,,,,
54B-4.0,5,4,B,4,0,Sample,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,52020706,472546109,1.476773,1.476773,1.476773,9311,77597,0.000292,0.000292,0.000292,0.000007,0.000197689,0.000192,0.000020,0.000080,6.6,0.000272,22.6
54B-4.1,5,4,B,4,1,Sample,insert liner warning,,2011-03-01,24,107.0,43.330250,2010-09-21,265823000,319985600,48816086,450439981,1.407688,1.407688,1.407688,46741,446576,0.001680,0.001680,0.001680,0.000039,0.001192024,0.000199,0.000020,0.001461,121.7,0.001660,138.3
54B-4.S,5,4,B,4,S,Sample,insert liner warning,,2011-03-01,24,106.8,43.249258,2010-09-21,265823000,319985600,36049403,341686530,1.067819,1.067818,1.067819,1102,5742,0.000022,0.000022,0.000022,0.000001,2.06023E-05,0.000195,0.000020,-0.000194,-16.1,0.000002,0.1
54B-4.E,5,4,B,4,E,Sample,insert liner warning,,2011-03-01,24,106.8,43.249258,2010-09-21,265823000,319985600,51047783,461402762,1.441949,1.441949,1.441949,48278,457256,0.001720,0.001720,0.001720,0.000040,0.001191409,0.000195,0.000020,0.001504,125.4,0.001700,141.6
54C-1.0c,5,4,C,1,0,control,insert liner warning,,2011-03-01,24,106.8,43.249258,2010-09-21,265823000,319985600,1258941,11509847,0.035970,0.035970,0.035970,8490,88847,0.000334,0.000334,0.000334,0.000008,0.009200088,,0.000044,,,,
54C-1.1c,5,4,C,1,1,control,insert liner warning,,2011-03-01,24,106.8,43.249258,2010-09-21,265823000,319985600,1002323,9190287,0.028721,0.028721,0.028721,10024,106916,0.000402,0.000402,0.000402,0.000009,0.013803523,,0.000044,,,,
54C-1.0,5,4,C,1,0,Sample,insert liner warning,,2011-03-01,24,106.8,43.249258,2010-09-21,265823000,319985600,57951913,512209315,1.600726,1.600726,1.600726,41403,381970,0.001437,0.001437,0.001437,0.000033,0.000896912,0.000334,0.000044,0.001059,88.3,0.001393,116.1
54C-1.1,5,4,C,1,1,Sample,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,53008986,488987689,1.528155,1.528155,1.528155,113143,1145493,0.004309,0.004309,0.004309,0.000100,0.002811812,0.000402,0.000044,0.003864,322.0,0.004265,355.4
54C-1.S,5,4,C,1,S,Sample,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,52206229,488007673,1.525093,1.525093,1.525093,77281,767304,0.002887,0.002887,0.002887,0.000067,0.001889423,0.000368,0.000044,0.002475,206.3,0.002843,236.9
54C-1.W,5,4,C,1,W,Sample,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,28671365,269647319,0.842686,0.842686,0.842686,139441,1470683,0.005533,0.005533,0.005533,0.000128,0.00652308,0.000368,0.000044,0.005121,426.8,0.005489,457.4
54C-2.0c,5,4,C,2,0,control,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,1140168,10745587,0.033581,0.033581,0.033581,7504,80105,0.000301,0.000301,0.000301,0.000007,0.008883773,,0.000044,,,,
54C-2.1c,5,4,C,2,1,control,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,25850,283679,0.000887,0.000887,0.000887,3727,41788,0.000157,0.000157,0.000157,0.000004,0.150383142,,0.000044,,,,
54C-2.0,5,4,C,2,0,Sample,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,42174272,388775654,1.214979,1.214979,1.214979,1465,8440,0.000032,0.000032,0.000032,0.000001,2.63372E-05,0.000301,0.000044,-0.000313,-26.1,-0.000012,-1.0
54C-2.1,5,4,C,2,1,Sample,insert liner warning,,2011-03-01,24,106.7,43.208763,2010-09-21,265823000,319985600,51817096,478713286,1.496047,1.496046,1.496047,305243,3240754,0.012191,0.012191,0.012191,0.000282,0.008082942,0.000157,0.000044,0.011990,999.2,0.012147,1012.3
54C-2.N,5,4,C,2,N,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,56312152,505868574,1.580911,1.580910,1.580911,57279,544588,0.002049,0.002049,0.002049,0.000047,0.00129441,0.000229,0.000044,0.001776,148.0,0.002005,167.1
54C-2.W,5,4,C,2,W,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,55668859,470917156,1.471683,1.471682,1.471683,55808,523950,0.001971,0.001971,0.001971,0.000046,0.001337492,0.000229,0.000044,0.001698,141.5,0.001927,160.6
54C-3.0c,5,4,C,3,0,control,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,21856,226372,0.000707,0.000707,0.000707,3433,37218,0.000140,0.000140,0.000140,0.000003,0.165289256,,0.000044,,,,
54C-3.1c,5,4,C,3,1,control,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,5869,55577,0.000174,0.000174,0.000174,3593,46868,0.000176,0.000176,0.000176,0.000004,0.502857143,,0.000044,,,,
54C-3.0,5,4,C,3,0,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,49216389,453849392,1.418343,1.418343,1.418343,1891,11645,0.000044,0.000044,0.000044,0.000001,3.10212E-05,0.000140,0.000044,-0.000140,-11.7,0.000000,0.0
54C-3.1,5,4,C,3,1,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,49490318,458338981,1.432374,1.432374,1.432374,146398,1505943,0.005665,0.005665,0.005665,0.000131,0.003939392,0.000176,0.000044,0.005445,453.8,0.005621,468.4
54C-3.N,5,4,C,3,N,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,47566135,448684135,1.402201,1.402201,1.402201,232114,2487600,0.009358,0.009358,0.009358,0.000217,0.006629549,0.000158,0.000044,0.009156,763.0,0.009314,776.2
54C-3.E,5,4,C,3,E,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,51457529,481087515,1.503466,1.503466,1.503466,70711,699379,0.002631,0.002631,0.002631,0.000061,0.001746899,0.000158,0.000044,0.002429,202.4,0.002587,215.6
54C-4.0c,5,4,C,4,0,control,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,1036862,9440635,0.029503,0.029503,0.029503,5717,56313,0.000212,0.000212,0.000212,0.000005,0.007134444,,0.000044,,,,
54C-4.1c,5,4,C,4,1,control,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,8176,94302,0.000295,0.000295,0.000295,5348,89310,0.000336,0.000336,0.000336,0.000008,0.532488114,,0.000044,,,,
54C-4.0,5,4,C,4,0,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,35044498,322788050,1.008758,1.008758,1.008758,2056,20316,0.000076,0.000076,0.000076,0.000002,7.53345E-05,0.000212,0.000044,-0.000180,-15.0,0.000032,2.7
54C-4.1,5,4,C,4,1,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,53305832,491494018,1.535988,1.535988,1.535988,77391,763935,0.002874,0.002874,0.002874,0.000067,0.001867614,0.000336,0.000044,0.002494,207.8,0.002830,235.8
54C-4.S,5,4,C,4,S,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,52293247,483981107,1.512509,1.512509,1.512509,131600,1341634,0.005047,0.005047,0.005047,0.000117,0.003325742,0.000274,0.000044,0.004729,394.1,0.005003,416.9
54C-4.E,5,4,C,4,E,Sample,insert liner warning,,2011-03-01,24,106.6,43.168267,2010-09-21,265823000,319985600,52508763,481955268,1.506178,1.506178,1.506178,3009,19259,0.000072,0.000072,0.000072,0.000002,4.78008E-05,0.000274,0.000044,-0.000246,-20.5,0.000028,2.3
64C-G1,6,4,C,,1,blank,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,52205384,469229627,1.466409,1.466409,1.466409,779,3540,0.000013,0.000013,0.000013,0.000000,8.86512E-06,,0.000013,,,,
64A-G2,6,4,A,"1,2",2,blank,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,44578042,410464798,1.282760,1.282760,1.282760,802,4411,0.000017,0.000017,0.000017,0.000000,1.32525E-05,,0.000017,,,,
64A-G3,6,4,A,"3,4",3,blank,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,48238464,434658086,1.358368,1.358368,1.358368,765,3880,0.000015,0.000015,0.000015,0.000000,1.10425E-05,,0.000017,,,,
64B-G4,6,4,B,,4,blank,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,44805223,399844105,1.249569,1.249569,1.249569,1183,5641,0.000021,0.000021,0.000021,0.000000,1.68055E-05,,0.000021,,,,
64A-1.0c,6,4,A,1,0,control,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,34501,361713,0.001130,0.001130,0.001130,3773,43359,0.000163,0.000163,0.000163,0.000004,0.126063418,,0.000017,,,,
64A-1.1c,6,4,A,1,1,control,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,5522,56509,0.000177,0.000177,0.000177,3704,40515,0.000152,0.000152,0.000152,0.000003,0.462006079,,0.000017,,,,
64A-1.0,6,4,A,1,0,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,46820586,417826795,1.305768,1.305767,1.305768,154738,1564632,0.005886,0.005886,0.005886,0.000134,0.004487464,0.000163,0.000017,0.005706,475.5,0.005869,489.1
64A-1.1,6,4,A,1,1,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,41099198,370198585,1.156923,1.156923,1.156923,77113,758084,0.002852,0.002852,0.002852,0.000065,0.002459098,0.000152,0.000017,0.002683,223.6,0.002835,236.3
64A-1.S,6,4,A,1,S,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,41580793,388524251,1.214193,1.214193,1.214193,111464,1134928,0.004269,0.004269,0.004269,0.000097,0.003503597,0.000158,0.000017,0.004095,341.2,0.004252,354.3
64A-1.E,6,4,A,1,E,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,35064422,311590546,0.973764,0.973764,0.973764,102871,1027460,0.003865,0.003865,0.003865,0.000088,0.003953442,0.000158,0.000017,0.003691,307.5,0.003848,320.7
64A-2.0c,6,4,A,2,0,control,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,68874,647836,0.002025,0.002025,0.002025,3883,42048,0.000158,0.000158,0.000158,0.000004,0.072377462,,0.000017,,,,
64A-2.1c,6,4,A,2,1,control,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,8490,100292,0.000313,0.000313,0.000313,3695,39830,0.000150,0.000150,0.000150,0.000003,0.323974082,,0.000017,,,,
64A-2.0,6,4,A,2,0,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,42506478,386940344,1.209243,1.209243,1.209243,180062,1861578,0.007003,0.007003,0.007003,0.000160,0.005757881,0.000158,0.000017,0.006828,569.0,0.006986,582.2
64A-2.1,6,4,A,2,1,Sample,,,2011-03-08,24,108.3,43.856692,2010-09-21,265823000,319985600,47567529,433934053,1.356105,1.356105,1.356105,131167,1327098,0.004992,0.004992,0.004992,0.000114,0.00366763,0.000150,0.000017,0.004825,402.1,0.004975,414.6
64A-2.S,6,4,A,2,S,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,47706953,411827160,1.287018,1.287018,1.287018,93532,907899,0.003415,0.003415,0.003415,0.000078,0.002646399,0.000154,0.000017,0.003244,270.3,0.003398,283.2
64A-2.W,6,4,A,2,W,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,37962269,346819968,1.083861,1.083861,1.083861,135356,1389057,0.005225,0.005225,0.005225,0.000119,0.004797601,0.000154,0.000017,0.005054,421.2,0.005208,434.0
64A-3.0c,6,4,A,3,0,control,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,39448,451130,0.001410,0.001410,0.001410,3835,41297,0.000155,0.000155,0.000155,0.000004,0.099041534,,0.000017,,,,
64A-3.1c,6,4,A,3,1,control,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,6133,60297,0.000188,0.000188,0.000188,3669,40202,0.000151,0.000151,0.000151,0.000003,0.445427729,,0.000017,,,,
64A-3.0,6,4,A,3,0,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,49074209,435324553,1.360451,1.360450,1.360451,86663,843736,0.003174,0.003174,0.003174,0.000072,0.002327619,0.000155,0.000017,0.003002,250.2,0.003157,263.1
64A-3.1,6,4,A,3,1,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,44549918,402753971,1.258663,1.258663,1.258663,133095,1348669,0.005074,0.005074,0.005074,0.000116,0.004015076,0.000151,0.000017,0.004906,408.8,0.005057,421.4
64A-3.N,6,4,A,3,N,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,47698096,428906397,1.340393,1.340393,1.340393,151036,1529843,0.005755,0.005755,0.005755,0.000131,0.004275161,0.000153,0.000017,0.005585,465.4,0.005738,478.2
64A-3.E,6,4,A,3,E,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,49736546,448747640,1.402400,1.402399,1.402400,184724,1894595,0.007127,0.007127,0.007127,0.000163,0.005056306,0.000153,0.000017,0.006957,579.8,0.007110,592.5
64A-4.0c,6,4,A,4,0,control,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,35080,394908,0.001234,0.001234,0.001234,3576,38294,0.000144,0.000144,0.000144,0.000003,0.104499274,,0.000017,,,,
64A-4.1c,6,4,A,4,1,control,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,6915,71770,0.000224,0.000224,0.000224,4136,54783,0.000206,0.000206,0.000206,0.000005,0.479069767,,0.000017,,,,
64A-4.0,6,4,A,4,0,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,38456259,353764328,1.105563,1.105563,1.105563,74981,745944,0.002806,0.002806,0.002806,0.000064,0.002531648,0.000144,0.000017,0.002645,220.4,0.002789,232.4
64A-4.1,6,4,A,4,1,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,47657636,431650570,1.348969,1.348969,1.348969,130515,1319530,0.004964,0.004964,0.004964,0.000113,0.003666356,0.000206,0.000017,0.004741,395.1,0.004947,412.3
64A-4.N,6,4,A,4,N,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,30606857,277945903,0.868620,0.868620,0.868620,95206,966333,0.003635,0.003635,0.003635,0.000083,0.004167359,0.000175,0.000017,0.003443,286.9,0.003618,301.5
64A-4.W,6,4,A,4,W,Sample,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,41059698,386902565,1.209125,1.209125,1.209125,173918,1826311,0.006870,0.006870,0.006870,0.000157,0.005649694,0.000175,0.000017,0.006678,556.5,0.006853,571.1
64B-1.0c,6,4,B,1,0,control,,,2011-03-08,24,108.2,43.816196,2010-09-21,265823000,319985600,18966,208305,0.000651,0.000651,0.000651,3525,38630,0.000145,0.000145,0.000145,0.000003,0.182160804,,0.000021,,,,
