"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","H.cells","ARA","ARA.m","Position","Nfix","ARA.g"
"63B-2.E","6","3","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63B-3.O","6","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63B-3.I","6","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63B-3.N","6","3","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"63B-3.W","6","3","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63B-4.O","6","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63B-4.I","6","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63B-4.S","6","3","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63B-4.E","6","3","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63C-1.O","6","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63C-1.I","6","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63C-1.S","6","3","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63C-1.E","6","3","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63C-2.O","6","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63C-2.I","6","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63C-2.N","6","3","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"63C-2.E","6","3","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63C-3.O","6","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63C-3.I","6","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63C-3.S","6","3","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63C-3.W","6","3","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63C-4.O","6","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63C-4.I","6","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63C-4.N","6","3","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"63C-4.W","6","3","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73A-1.O","7","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73A-1.I","7","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73A-1.N","7","3","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73A-1.E","7","3","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73A-2.O","7","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73A-2.I","7","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73A-2.S","7","3","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73A-2.E","7","3","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73A-3.O","7","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73A-3.I","7","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73A-3.S","7","3","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73A-3.W","7","3","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73A-4.O","7","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73A-4.I","7","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73A-4.N","7","3","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73A-4.W","7","3","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73B-1.O","7","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73B-1.I","7","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73B-1.N","7","3","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73B-1.E","7","3","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73B-2.O","7","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73B-2.I","7","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73B-2.S","7","3","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73B-2.E","7","3","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73B-3.O","7","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73B-3.I","7","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73B-3.S","7","3","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73B-3.W","7","3","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73B-4.O","7","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73B-4.I","7","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73B-4.N","7","3","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73B-4.W","7","3","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73C-1.O","7","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73C-1.I","7","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73C-1.S","7","3","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73C-1.E","7","3","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73C-2.O","7","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73C-2.I","7","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73C-2.S","7","3","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"73C-2.W","7","3","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"73C-3.O","7","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73C-3.I","7","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73C-3.N","7","3","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73C-3.E","7","3","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"73C-4.O","7","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"73C-4.I","7","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"73C-4.N","7","3","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73C-4.W","7","3","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83A-1.O","8","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83A-1.I","8","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83A-1.S","8","3","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83A-1.W","8","3","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83A-2.O","8","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83A-2.I","8","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83A-2.N","8","3","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83A-2.W","8","3","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83A-3.O","8","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83A-3.I","8","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83A-3.N","8","3","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83A-3.E","8","3","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83A-4.O","8","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83A-4.I","8","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83A-4.S","8","3","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83A-4.E","8","3","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83B-1.O","8","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83B-1.I","8","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83B-1.N","8","3","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83B-1.E","8","3","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83B-2.O","8","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83B-2.I","8","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83B-2.S","8","3","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83B-2.W","8","3","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83B-3.O","8","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83B-3.I","8","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83B-3.S","8","3","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83B-3.E","8","3","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83B-4.O","8","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83B-4.I","8","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83B-4.N","8","3","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83B-4.W","8","3","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83C-1.O","8","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83C-1.I","8","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83C-1.S","8","3","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83C-1.W","8","3","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"83C-2.O","8","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83C-2.I","8","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83C-2.S","8","3","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"83C-2.E","8","3","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83C-3.O","8","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83C-3.I","8","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83C-3.N","8","3","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83C-3.E","8","3","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"83C-4.O","8","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"83C-4.I","8","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"83C-4.N","8","3","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"83C-4.W","8","3","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14A-1.O","1","4","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14A-1.I","1","4","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14A-1.N","1","4","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14A-1.W","1","4","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14A-2.O","1","4","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14A-2.I","1","4","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14A-2.S","1","4","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14A-2.W","1","4","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14A-3.O","1","4","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14A-3.I","1","4","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14A-3.S","1","4","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14A-3.E","1","4","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14A-4.O","1","4","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14A-4.I","1","4","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14A-4.N","1","4","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14A-4.E","1","4","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14B-1.O","1","4","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14B-1.I","1","4","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14B-1.S","1","4","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14B-1.E","1","4","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14B-2.O","1","4","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14B-2.I","1","4","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14B-2.S","1","4","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14B-2.W","1","4","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14B-3.O","1","4","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14B-3.I","1","4","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14B-3.N","1","4","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14B-3.E","1","4","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14B-4.O","1","4","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14B-4.I","1","4","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14B-4.N","1","4","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14B-4.W","1","4","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14C-1.O","1","4","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14C-1.I","1","4","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14C-1.N","1","4","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14C-1.E","1","4","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14C-2.O","1","4","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14C-2.I","1","4","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14C-2.N","1","4","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"14C-2.W","1","4","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"14C-3.O","1","4","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14C-3.I","1","4","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14C-3.S","1","4","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14C-3.E","1","4","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"14C-4.O","1","4","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"14C-4.I","1","4","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"14C-4.S","1","4","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"14C-4.W","1","4","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24A-1.O","2","4","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24A-1.I","2","4","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24A-1.N","2","4","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24A-1.W","2","4","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24A-2.O","2","4","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24A-2.I","2","4","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24A-2.S","2","4","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24A-2.E","2","4","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"24A-3.O","2","4","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24A-3.I","2","4","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24A-3.N","2","4","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24A-3.E","2","4","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"24A-4.O","2","4","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24A-4.I","2","4","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24A-4.S","2","4","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24A-4.W","2","4","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24B-1.O","2","4","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24B-1.I","2","4","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24B-1.S","2","4","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24B-1.W","2","4","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24B-2.O","2","4","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24B-2.I","2","4","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24B-2.S","2","4","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24B-2.E","2","4","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"24B-3.O","2","4","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24B-3.I","2","4","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24B-3.N","2","4","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24B-3.W","2","4","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24B-4.O","2","4","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24B-4.I","2","4","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24B-4.N","2","4","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24B-4.E","2","4","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"24C-1.O","2","4","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24C-1.I","2","4","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24C-1.S","2","4","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24C-1.W","2","4","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24C-2.O","2","4","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24C-2.I","2","4","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24C-2.N","2","4","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24C-2.E","2","4","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"24C-3.O","2","4","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24C-3.I","2","4","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24C-3.N","2","4","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"24C-3.W","2","4","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"24C-4.O","2","4","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"24C-4.I","2","4","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"24C-4.S","2","4","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"24C-4.E","2","4","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"34A-1.O","3","4","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"34A-1.I","3","4","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"34A-1.S","3","4","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"34A-1.E","3","4","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"34A-2.O","3","4","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"34A-2.I","3","4","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"34A-2.S","3","4","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"34A-2.W","3","4","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"34A-3.O","3","4","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"34A-3.I","3","4","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"34A-3.N","3","4","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"34A-3.W","3","4","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"34A-4.O","3","4","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"34A-4.I","3","4","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
